d1 number of elements:  1000
	First Element: 0.0465479015435666
	Sorted
	First Sorted Distance: 0.0436262405906764
	First Sorted Distance: 0.0248573857296804
	Clustering Elements
Cluster Count: 74	Start Value: 0.02485739	End Value: 0.02585739
Cluster Count: 279	Start Value: 0.02585739	End Value: 0.02685739
Cluster Count: 116	Start Value: 0.02685739	End Value: 0.02785739
Cluster Count: 473	Start Value: 0.02785739	End Value: 0.02885739
Cluster Count: 53	Start Value: 0.02885739	End Value: 0.02985739
Cluster Count: 4	Start Value: 0.02985739	End Value: 0.03085739
Cluster Count: 1	Start Value: 0.03085739	End Value: 0.03185739
d24 number of elements:  1000
	First Element: 0.0549005356442982
	Sorted
	First Sorted Distance: 0.0535435067263986
	Clustering Elements
Cluster Count: 38	Start Value: 0.05354351	End Value: 0.05454351
Cluster Count: 131	Start Value: 0.05454351	End Value: 0.05554351
Cluster Count: 470	Start Value: 0.05554351	End Value: 0.05654351
Cluster Count: 229	Start Value: 0.05654351	End Value: 0.05754351
Cluster Count: 112	Start Value: 0.05754351	End Value: 0.05854351
Cluster Count: 20	Start Value: 0.05854351	End Value: 0.05954351
d25 number of elements:  1000
	First Element: 0.0780965472829238
	Sorted
	First Sorted Distance: 0.0754297817712241
	Clustering Elements
Cluster Count: 2	Start Value: 0.07542978	End Value: 0.07642978
Cluster Count: 29	Start Value: 0.07642978	End Value: 0.07742978
Cluster Count: 132	Start Value: 0.07742978	End Value: 0.07842978
Cluster Count: 153	Start Value: 0.07842978	End Value: 0.07942978
Cluster Count: 425	Start Value: 0.07942978	End Value: 0.08042978
Cluster Count: 205	Start Value: 0.08042978	End Value: 0.08142978
Cluster Count: 53	Start Value: 0.08142978	End Value: 0.08242978
Cluster Count: 0	Start Value: 0.08242978	End Value: 0.08342978
Cluster Count: 1	Start Value: 0.08342978	End Value: 0.08442979
d26 number of elements:  1000
	First Element: 0.0219966103123248
	Sorted
	First Sorted Distance: 0.0161423972975274
	Clustering Elements
Cluster Count: 4	Start Value: 0.0161424	End Value: 0.0171424
Cluster Count: 16	Start Value: 0.0171424	End Value: 0.0181424
Cluster Count: 32	Start Value: 0.0181424	End Value: 0.0191424
Cluster Count: 81	Start Value: 0.0191424	End Value: 0.0201424
Cluster Count: 121	Start Value: 0.0201424	End Value: 0.0211424
Cluster Count: 192	Start Value: 0.0211424	End Value: 0.0221424
Cluster Count: 171	Start Value: 0.0221424	End Value: 0.0231424
Cluster Count: 134	Start Value: 0.0231424	End Value: 0.0241424
Cluster Count: 82	Start Value: 0.0241424	End Value: 0.0251424
Cluster Count: 86	Start Value: 0.0251424	End Value: 0.0261424
Cluster Count: 36	Start Value: 0.0261424	End Value: 0.0271424
Cluster Count: 28	Start Value: 0.0271424	End Value: 0.0281424
Cluster Count: 7	Start Value: 0.0281424	End Value: 0.0291424
Cluster Count: 9	Start Value: 0.0291424	End Value: 0.0301424
Cluster Count: 1	Start Value: 0.0301424	End Value: 0.0311424
d27 number of elements:  1000
	First Element: 0.0952126805281356
	Sorted
	First Sorted Distance: 0.0931708168359688
	Clustering Elements
Cluster Count: 27	Start Value: 0.09317081	End Value: 0.09417082
Cluster Count: 136	Start Value: 0.09417082	End Value: 0.09517082
Cluster Count: 197	Start Value: 0.09517082	End Value: 0.09617082
Cluster Count: 155	Start Value: 0.09617082	End Value: 0.09717081
Cluster Count: 222	Start Value: 0.09717081	End Value: 0.09817082
Cluster Count: 120	Start Value: 0.09817082	End Value: 0.09917082
Cluster Count: 63	Start Value: 0.09917082	End Value: 0.1001708
Cluster Count: 40	Start Value: 0.1001708	End Value: 0.1011708
Cluster Count: 23	Start Value: 0.1011708	End Value: 0.1021708
Cluster Count: 15	Start Value: 0.1021708	End Value: 0.1031708
Cluster Count: 1	Start Value: 0.1031708	End Value: 0.1041708
Cluster Count: 1	Start Value: 0.1041708	End Value: 0.1051708
d28 number of elements:  1000
	First Element: 0.0605212381121197
	Sorted
	First Sorted Distance: 0.0561966975266222
	Clustering Elements
Cluster Count: 4	Start Value: 0.0561967	End Value: 0.0571967
Cluster Count: 8	Start Value: 0.0571967	End Value: 0.0581967
Cluster Count: 15	Start Value: 0.0581967	End Value: 0.0591967
Cluster Count: 51	Start Value: 0.0591967	End Value: 0.0601967
Cluster Count: 100	Start Value: 0.0601967	End Value: 0.0611967
Cluster Count: 179	Start Value: 0.0611967	End Value: 0.0621967
Cluster Count: 249	Start Value: 0.0621967	End Value: 0.0631967
Cluster Count: 211	Start Value: 0.0631967	End Value: 0.0641967
Cluster Count: 129	Start Value: 0.0641967	End Value: 0.0651967
Cluster Count: 46	Start Value: 0.0651967	End Value: 0.06619669
Cluster Count: 8	Start Value: 0.06619669	End Value: 0.0671967
d29 number of elements:  1000
	First Element: 0.050717808809824
	Sorted
	First Sorted Distance: 0.0455814276919943
	Clustering Elements
Cluster Count: 3	Start Value: 0.04558143	End Value: 0.04658143
Cluster Count: 8	Start Value: 0.04658143	End Value: 0.04758143
Cluster Count: 21	Start Value: 0.04758143	End Value: 0.04858143
Cluster Count: 90	Start Value: 0.04858143	End Value: 0.04958143
Cluster Count: 146	Start Value: 0.04958143	End Value: 0.05058143
Cluster Count: 250	Start Value: 0.05058143	End Value: 0.05158143
Cluster Count: 268	Start Value: 0.05158143	End Value: 0.05258143
Cluster Count: 164	Start Value: 0.05258143	End Value: 0.05358143
Cluster Count: 37	Start Value: 0.05358143	End Value: 0.05458143
Cluster Count: 11	Start Value: 0.05458143	End Value: 0.05558143
Cluster Count: 2	Start Value: 0.05558143	End Value: 0.05658143
d30 number of elements:  1000
	First Element: 0.0697313114182438
	Sorted
	First Sorted Distance: 0.0655191989125495
	Clustering Elements
Cluster Count: 2	Start Value: 0.0655192	End Value: 0.0665192
Cluster Count: 27	Start Value: 0.0665192	End Value: 0.0675192
Cluster Count: 49	Start Value: 0.0675192	End Value: 0.0685192
Cluster Count: 150	Start Value: 0.0685192	End Value: 0.0695192
Cluster Count: 321	Start Value: 0.0695192	End Value: 0.0705192
Cluster Count: 239	Start Value: 0.0705192	End Value: 0.0715192
Cluster Count: 176	Start Value: 0.0715192	End Value: 0.0725192
Cluster Count: 32	Start Value: 0.0725192	End Value: 0.0735192
Cluster Count: 4	Start Value: 0.0735192	End Value: 0.0745192
d31 number of elements:  1000
